Expert_review_group	PMID	Citation	Gene	Data_source	Assay_class_summary	Number_var_total	MAVE_DB	PS3_evidence_weighting_Path	BS3_evidence_weighting_ben
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	11023514	"Roifman CM, Zhang J, Chitayat D, Sharfe N. A partial deficiency of interleukin-7R alpha is sufficient to abrogate T-cell development and cause severe combined immunodeficiency. Blood. 2000 Oct 15;96(8):2803-7. PMID: 11023514."	IL7R	PS3 code in Cspecs 	IL-7-induced Jak3 phosphorylation assay	1	No	supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	9843216	"Puel A, Ziegler SF, Buckley RH, Leonard WJ. Defective IL7R expression in T(-)B(+)NK(+) severe combined immunodeficiency. Nat Genet. 1998 Dec;20(4):394-7. doi: 10.1038/3877. PMID: 9843216."	IL7R	PS3 code in Cspecs 	IL-7 binding assay	2	No	strong and supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	9843216	"Puel A, Ziegler SF, Buckley RH, Leonard WJ. Defective IL7R expression in T(-)B(+)NK(+) severe combined immunodeficiency. Nat Genet. 1998 Dec;20(4):394-7. doi: 10.1038/3877. PMID: 9843216."	IL7R	PS3 code in Cspecs 	IL-7-induced STAT5 DNA binding/transcriptional induction	2	No	strong and supporting	none
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	16096063	"Jin M, Li S, Moghrabi WN, Sun H, Travis GH. Rpe65 is the retinoid isomerase in bovine retinal pigment epithelium. Cell. 2005 Aug 12;122(3):449-59. doi: 10.1016/j.cell.2005.06.042. PMID: 16096063; PMCID: PMC2748856."	RPE65	PS3/BS3 code text in Cspecs	Immunoblot Analysis of gene expression 	NA	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	19431183	"Philp AR, Jin M, Li S, Schindler EI, Iannaccone A, Lam BL, Weleber RG, Fishman GA, Jacobson SG, Mullins RF, Travis GH, Stone EM. Predicting the pathogenicity of RPE65 mutations. Hum Mutat. 2009 Aug;30(8):1183-8. doi: 10.1002/humu.21033. PMID: 19431183; PMCID: PMC2717180."	RPE65	PS3/BS3 code text in Cspecs	In vitro assay of RPE65 Isomerohydrolase Activity	11	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	24849605	"Li S, Izumi T, Hu J, Jin HH, Siddiqui AA, Jacobson SG, Bok D, Jin M. Rescue of enzymatic function for disease-associated RPE65 proteins containing various missense mutations in non-active sites. J Biol Chem. 2014 Jul 4;289(27):18943-56. doi: 10.1074/jbc.M114.552117. Epub 2014 May 21. PMID: 24849605; PMCID: PMC4081934."	RPE65	PS3/BS3 code text in Cspecs	RPE65 isomerase activity	8	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	25752820	"Li S, Hu J, Jin RJ, Aiyar A, Jacobson SG, Bok D, Jin M. Temperature-sensitive retinoid isomerase activity of RPE65 mutants associated with Leber Congenital Amaurosis. J Biochem. 2015 Aug;158(2):115-25. doi: 10.1093/jb/mvv028. Epub 2015 Mar 9. PMID: 25752820; PMCID: PMC4516983."	RPE65	PS3/BS3 code text in Cspecs	Retinoid Isomerase Assay	3	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	16150724	"Redmond TM, Poliakov E, Yu S, Tsai JY, Lu Z, Gentleman S. Mutation of key residues of RPE65 abolishes its enzymatic role as isomerohydrolase in the visual cycle. Proc Natl Acad Sci U S A. 2005 Sep 20;102(38):13658-63. doi: 10.1073/pnas.0504167102. Epub 2005 Sep 6. PMID: 16150724; PMCID: PMC1224626."	RPE65	PS3/BS3 code text in CSpecs	Retinoid Isomerase Assay	20	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	18599565	"Lorenz B, Poliakov E, Schambeck M, Friedburg C, Preising MN, Redmond TM. A comprehensive clinical and biochemical functional study of a novel RPE65 hypomorphic mutation. Invest Ophthalmol Vis Sci. 2008 Dec;49(12):5235-42. doi: 10.1167/iovs.07-1671. Epub 2008 Jul 3. PMID: 18599565; PMCID: PMC5015590."	RPE65	PS3/BS3 code text in Cspecs	Isomerase activity of mutant RPE65 was assayed in 293F cells and quantified by HPLC analysis of retinoids	4	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	18722466	"Bereta G, Kiser PD, Golczak M, Sun W, Heon E, Saperstein DA, Palczewski K. Impact of retinal disease-associated RPE65 mutations on retinoid isomerization. Biochemistry. 2008 Sep 16;47(37):9856-65. doi: 10.1021/bi800905v. Epub 2008 Aug 23. PMID: 18722466; PMCID: PMC2610467."	RPE65	PS3/BS3 code text in Cspecs	"mRNA expression, reporter and enzymatic activity, tube formation "	6	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	16754667	"Takahashi Y, Chen Y, Moiseyev G, Ma JX. Two point mutations of RPE65 from patients with retinal dystrophies decrease the stability of RPE65 protein and abolish its isomerohydrolase activity. J Biol Chem. 2006 Aug 4;281(31):21820-21826. doi: 10.1074/jbc.M603725200. Epub 2006 Jun 5. PMID: 16754667."	RPE65	PS3/BS3 code text in Cspecs	Isomerohydrolase activity 	2	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	20043869	"Nikolaeva O, Takahashi Y, Moiseyev G, Ma JX. Negative charge of the glutamic acid 417 residue is crucial for isomerohydrolase activity of RPE65. Biochem Biophys Res Commun. 2010 Jan 22;391(4):1757-61. doi: 10.1016/j.bbrc.2009.12.149. Epub 2009 Dec 30. PMID: 20043869; PMCID: PMC2812700."	RPE65	PS3/BS3 code text in Cspecs	Isomerohydrolase activity	2	No	supporting	supporting
ClinGen Leber Congenital Amaurosis/early onset Retinal Dystrophy Expert Panel	16828753	"Chen Y, Moiseyev G, Takahashi Y, Ma JX. Impacts of two point mutations of RPE65 from Leber's congenital amaurosis on the stability, subcellular localization and isomerohydrolase activity of RPE65. FEBS Lett. 2006 Jul 24;580(17):4200-4. doi: 10.1016/j.febslet.2006.06.078. Epub 2006 Jul 5. PMID: 16828753."	RPE65	PS3 code text in CSpecs	Isomerohydrolase activity	2	No	supporting	supporting
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	14615376	"Roberts JL, Lengi A, Brown SM, Chen M, Zhou YJ, O'Shea JJ, Buckley RH. Janus kinase 3 (JAK3) deficiency: clinical, immunologic, and molecular analyses of 10 patients and outcomes of stem cell transplantation. Blood. 2004 Mar 15;103(6):2009-18. doi: 10.1182/blood-2003-06-2104. Epub 2003 Nov 13. PMID: 14615376."	JAK3	PS3 code text in CSpecs	In vitro kinase assay 	9	No	supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	24290284	"Lee YN, Frugoni F, Dobbs K, Walter JE, Giliani S, Gennery AR, Al-Herz W, Haddad E, LeDeist F, Bleesing JH, Henderson LA, Pai SY, Nelson RP, El-Ghoneimy DH, El-Feky RA, Reda SM, Hossny E, Soler-Palacin P, Fuleihan RL, Patel NC, Massaad MJ, Geha RS, Puck JM, Palma P, Cancrini C, Chen K, Vihinen M, Alt FW, Notarangelo LD. A systematic analysis of recombination activity and genotype-phenotype correlation in human recombination-activating gene 1 deficiency. J Allergy Clin Immunol. 2014 Apr;133(4):1099-108. doi: 10.1016/j.jaci.2013.10.007. Epub 2013 Nov 28. PMID: 24290284; PMCID: PMC4005599."	RAG1	PS3 code text and SCID VCEP PS3_BS3: Functional Evidence (RAG1)	V(D)J recombination assay	79	No	moderate and supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	11313270	"Corneo B, Moshous D, Güngör T, Wulffraat N, Philippet P, Le Deist FL, Fischer A, de Villartay JP. Identical mutations in RAG1 or RAG2 genes leading to defective V(D)J recombinase activity can cause either T-B-severe combined immune deficiency or Omenn syndrome. Blood. 2001 May 1;97(9):2772-6. doi: 10.1182/blood.v97.9.2772. PMID: 11313270."	RAG1	PS3 code text and SCID VCEP PS3_BS3: Functional Evidence (RAG1)	V(D)J recombination assay	11	No	supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	29772310	"Tirosh I, Yamazaki Y, Frugoni F, Ververs FA, Allenspach EJ, Zhang Y, Burns S, Al-Herz W, Noroski L, Walter JE, Gennery AR, van der Burg M, Notarangelo LD, Lee YN. Recombination activity of human recombination-activating gene 2 (RAG2) mutations and correlation with clinical phenotype. J Allergy Clin Immunol. 2019 Feb;143(2):726-735. doi: 10.1016/j.jaci.2018.04.027. Epub 2018 Jun 18. PMID: 29772310; PMCID: PMC6295349."	RAG2	PS3 code text and SCID VCEP PS3_BS3: Functional Evidence (RAG2)	V(D)J recombination assay	41	No	moderate and supporting	none
ClinGen Severe Combined Immunodeficiency Disease Expert Panel	20234091	"Couëdel C, Roman C, Jones A, Vezzoni P, Villa A, Cortes P. Analysis of mutations from SCID and Omenn syndrome patients reveals the central role of the Rag2 PHD domain in regulating V(D)J recombination. J Clin Invest. 2010 Apr;120(4):1337-44. doi: 10.1172/JCI41305. Epub 2010 Mar 15. PMID: 20234091; PMCID: PMC2846059."	RAG2	PS3 code text and SCID VCEP PS3_BS3: Functional Evidence (RAG2)	V(D)J recombination assay	6	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	12045205	"Rudarakanchana N, Flanagan JA, Chen H, Upton PD, Machado R, Patel D, Trembath RC, Morrell NW. Functional analysis of bone morphogenetic protein type II receptor mutations underlying primary pulmonary hypertension. Hum Mol Genet. 2002 Jun 15;11(13):1517-25. doi: 10.1093/hmg/11.13.1517. PMID: 12045205."	BMPR2	BMPR2 functional assay guidelines related to PS3	Luciferase relative light readout assay	NA	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	18321866	"Nasim MT, Ghouri A, Patel B, James V, Rudarakanchana N, Morrell NW, Trembath RC. Stoichiometric imbalance in the receptor complex contributes to dysfunctional BMPR-II mediated signalling in pulmonary arterial hypertension. Hum Mol Genet. 2008 Jun 1;17(11):1683-94. doi: 10.1093/hmg/ddn059. Epub 2008 Mar 4. PMID: 18321866."	BMPR2	BMPR2 functional assay guidelines related to PS3	Co-immunoprecipitation assay	11	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	12221115	"Nishihara A, Watabe T, Imamura T, Miyazono K. Functional heterogeneity of bone morphogenetic protein receptor-II mutants found in patients with primary pulmonary hypertension. Mol Biol Cell. 2002 Sep;13(9):3055-63. doi: 10.1091/mbc.e02-02-0063. PMID: 12221115; PMCID: PMC124142."	BMPR2	BMPR2 functional assay guidelines related to PS3	"Affinity cross linking, immunoprecipitation, immunoblotting, luciferase activity "	6	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	12045205	"Rudarakanchana N, Flanagan JA, Chen H, Upton PD, Machado R, Patel D, Trembath RC, Morrell NW. Functional analysis of bone morphogenetic protein type II receptor mutations underlying primary pulmonary hypertension. Hum Mol Genet. 2002 Jun 15;11(13):1517-25. doi: 10.1093/hmg/11.13.1517. PMID: 12045205."	BMPR2	BMPR2 functional assay guidelines related to PS3	Radioligand binding assay	NA	No	strong	none
ClinGen Pulmonary Hypertension Expert Panel	23937428	"Upton PD, Davies RJ, Tajsic T, Morrell NW. Transforming growth factor-β(1) represses bone morphogenetic protein-mediated Smad signaling in pulmonary artery smooth muscle cells via Smad3. Am J Respir Cell Mol Biol. 2013 Dec;49(6):1135-45. doi: 10.1165/rcmb.2012-0470OC. PMID: 23937428; PMCID: PMC3931109."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	15845886	"Yang X, Long L, Southwood M, Rudarakanchana N, Upton PD, Jeffery TK, Atkinson C, Chen H, Trembath RC, Morrell NW. Dysfunctional Smad signaling contributes to abnormal smooth muscle cell proliferation in familial pulmonary arterial hypertension. Circ Res. 2005 May 27;96(10):1053-63. doi: 10.1161/01.RES.0000166926.54293.68. Epub 2005 Apr 21. PMID: 15845886."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	33283886	"Shi W, Wang Q, Wang J, Yan X, Feng W, Zhang Q, Zhai C, Chai L, Li S, Xie X, Li M. Activation of yes-associated protein mediates sphingosine-1-phosphate-induced proliferation and migration of pulmonary artery smooth muscle cells and its potential mechanisms. J Cell Physiol. 2021 Jun;236(6):4694-4708. doi: 10.1002/jcp.30193. Epub 2020 Dec 7. PMID: 33283886."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	strong	none
ClinGen Pulmonary Hypertension Expert Panel	25187962	"Wang H, Ji R, Meng J, Cui Q, Zou W, Li L, Wang G, Sun L, Li Z, Huo L, Fan Y, Penny DJ. Functional changes in pulmonary arterial endothelial cells associated with BMPR2 mutations. PLoS One. 2014 Sep 4;9(9):e106703. doi: 10.1371/journal.pone.0106703. PMID: 25187962; PMCID: PMC4154762."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	4	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	20186146	"Yamanaka R, Otsuka F, Nakamura K, Yamashita M, Otani H, Takeda M, Matsumoto Y, Kusano KF, Ito H, Makino H. Involvement of the bone morphogenetic protein system in endothelin- and aldosterone-induced cell proliferation of pulmonary arterial smooth muscle cells isolated from human patients with pulmonary arterial hypertension. Hypertens Res. 2010 May;33(5):435-45. doi: 10.1038/hr.2010.16. Epub 2010 Feb 26. PMID: 20186146."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	16497988	"Long L, MacLean MR, Jeffery TK, Morecroft I, Yang X, Rudarakanchana N, Southwood M, James V, Trembath RC, Morrell NW. Serotonin increases susceptibility to pulmonary hypertension in BMPR2-deficient mice. Circ Res. 2006 Mar 31;98(6):818-27. doi: 10.1161/01.RES.0000215809.47923.fd. Epub 2006 Feb 23. PMID: 16497988."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	28084316	"Hurst LA, Dunmore BJ, Long L, Crosby A, Al-Lamki R, Deighton J, Southwood M, Yang X, Nikolic MZ, Herrera B, Inman GJ, Bradley JR, Rana AA, Upton PD, Morrell NW. TNFα drives pulmonary arterial hypertension by suppressing the BMP type-II receptor and altering NOTCH signalling. Nat Commun. 2017 Jan 13;8:14079. doi: 10.1038/ncomms14079. PMID: 28084316; PMCID: PMC5241886."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	4	No	strong	none
ClinGen Pulmonary Hypertension Expert Panel	19366699	"Upton PD, Davies RJ, Trembath RC, Morrell NW. Bone morphogenetic protein (BMP) and activin type II receptors balance BMP9 signals mediated by activin receptor-like kinase-1 in human pulmonary artery endothelial cells. J Biol Chem. 2009 Jun 5;284(23):15794-804. doi: 10.1074/jbc.M109.002881. Epub 2009 Apr 14. PMID: 19366699; PMCID: PMC2708876."	BMPR2	BMPR2 functional assay guidelines related to PS3	Cell proliferation	NA	No	strong	none
ClinGen Pulmonary Hypertension Expert Panel	31826007	"Hiepen C, Jatzlau J, Hildebrandt S, Kampfrath B, Goktas M, Murgai A, Cuellar Camacho JL, Haag R, Ruppert C, Sengle G, Cavalcanti-Adam EA, Blank KG, Knaus P. BMPR2 acts as a gatekeeper to protect endothelial cells from increased TGFβ responses and altered cell mechanics. PLoS Biol. 2019 Dec 11;17(12):e3000557. doi: 10.1371/journal.pbio.3000557. PMID: 31826007; PMCID: PMC6927666."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western Blot for p-SMAD1/5	2	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	34502015	"Bisserier M, Katz MG, Bueno-Beti C, Brojakowska A, Zhang S, Gubara S, Kohlbrenner E, Fazal S, Fargnoli A, Dorfmuller P, Humbert M, Hata A, Goukassian DA, Sassi Y, Hadri L. Combination Therapy with STAT3 Inhibitor Enhances SERCA2a-Induced BMPR2 Expression and Inhibits Pulmonary Arterial Hypertension. Int J Mol Sci. 2021 Aug 24;22(17):9105. doi: 10.3390/ijms22179105. PMID: 34502015; PMCID: PMC8431626."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western Blot for p-SMAD1-5/9	5	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	21622843	"Jiang Y, Nohe A, Bragdon B, Tian C, Rudarakanchana N, Morrell NW, Petersen NO. Trapping of BMP receptors in distinct membrane domains inhibits their function in pulmonary arterial hypertension. Am J Physiol Lung Cell Mol Physiol. 2011 Aug;301(2):L218-27. doi: 10.1152/ajplung.00300.2010. Epub 2011 May 27. PMID: 21622843."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western Blot for p-SMAD1-5/8 and SMAD1/5/8	3	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	20095988	"Hamid R, Hedges LK, Austin E, Phillips JA 3rd, Loyd JE, Cogan JD. Transcripts from a novel BMPR2 termination mutation escape nonsense mediated decay by downstream translation re-initiation: implications for treating pulmonary hypertension. Clin Genet. 2010 Mar;77(3):280-6. doi: 10.1111/j.1399-0004.2009.01311.x. Epub 2010 Jan 20. PMID: 20095988; PMCID: PMC3741656."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western Blot for p-SMAD1/5/8 and SMAD1 (without SMAD5/8)	1	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	23590310	"Drake KM, Dunmore BJ, McNelly LN, Morrell NW, Aldred MA. Correction of nonsense BMPR2 and SMAD9 mutations by ataluren in pulmonary arterial hypertension. Am J Respir Cell Mol Biol. 2013 Sep;49(3):403-9. doi: 10.1165/rcmb.2013-0100OC. PMID: 23590310; PMCID: PMC3824059."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western blot for p-SMAD1/5 (not 8) and total SMAD1/5/8	7	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	17600318	"Yang X, Lee PJ, Long L, Trembath RC, Morrell NW. BMP4 induces HO-1 via a Smad-independent, p38MAPK-dependent pathway in pulmonary artery myocytes. Am J Respir Cell Mol Biol. 2007 Nov;37(5):598-605. doi: 10.1165/rcmb.2006-0360OC. Epub 2007 Jun 28. PMID: 17600318."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western blot for p-SMAD1/5 (not 8) 	3	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	15845886	"Yang X, Long L, Southwood M, Rudarakanchana N, Upton PD, Jeffery TK, Atkinson C, Chen H, Trembath RC, Morrell NW. Dysfunctional Smad signaling contributes to abnormal smooth muscle cell proliferation in familial pulmonary arterial hypertension. Circ Res. 2005 May 27;96(10):1053-63. doi: 10.1161/01.RES.0000166926.54293.68. Epub 2005 Apr 21. PMID: 15845886."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western blot for p-SMAD1 and total SMAD1	3	No	supporting	none
ClinGen Pulmonary Hypertension Expert Panel	12221115	"Nishihara A, Watabe T, Imamura T, Miyazono K. Functional heterogeneity of bone morphogenetic protein receptor-II mutants found in patients with primary pulmonary hypertension. Mol Biol Cell. 2002 Sep;13(9):3055-63. doi: 10.1091/mbc.e02-02-0063. PMID: 12221115; PMCID: PMC124142."	BMPR2	BMPR2 functional assay guidelines related to PS3	Western blot for FLAG-Smad5 and phospho-Smad P-Ser	5	No	moderate	none
ClinGen Pulmonary Hypertension Expert Panel	12045205	"Rudarakanchana N, Flanagan JA, Chen H, Upton PD, Machado R, Patel D, Trembath RC, Morrell NW. Functional analysis of bone morphogenetic protein type II receptor mutations underlying primary pulmonary hypertension. Hum Mol Genet. 2002 Jun 15;11(13):1517-25. doi: 10.1093/hmg/11.13.1517. PMID: 12045205."	BMPR2	BMPR2 functional assay guidelines related to PS3	In-vitro immunofluoresence imaging of GFP-tagged wild-type and mutant BMPR2 by confocal microscopy.	13	No	strong	none
ClinGen Monogenic Diabetes Expert Panel	32910913	"Althari S, Najmi LA, Bennett AJ, Aukrust I, Rundle JK, Colclough K, Molnes J, Kaci A, Nawaz S, van der Lugt T, Hassanali N, Mahajan A, Molven A, Ellard S, McCarthy MI, Bjørkhaug L, Njølstad PR, Gloyn AL. Unsupervised Clustering of Missense Variants in HNF1A Using Multidimensional Functional Data Aids Clinical Interpretation. Am J Hum Genet. 2020 Oct 1;107(4):670-682. doi: 10.1016/j.ajhg.2020.08.016. Epub 2020 Sep 9. PMID: 32910913; PMCID: PMC7536579."	HNF1A	PS3 code text in Cspecs 	Transactivation assay	73	No	moderate	supporting
ClinGen Monogenic Diabetes Expert Panel	12574234	"Bjørkhaug L, Sagen JV, Thorsby P, Søvik O, Molven A, Njølstad PR. Hepatocyte nuclear factor-1 alpha gene mutations and diabetes in Norway. J Clin Endocrinol Metab. 2003 Feb;88(2):920-31. doi: 10.1210/jc.2002-020945. PMID: 12574234."	HNF1A	PS3 code text in Cspecs 	DNA-binding assays 	18	No	supporting	supporting
ClinGen Monogenic Diabetes Expert Panel	24915262	"SIGMA Type 2 Diabetes Consortium; Estrada K, Aukrust I, Bjørkhaug L, Burtt NP, Mercader JM, García-Ortiz H, Huerta-Chagoya A, Moreno-Macías H, Walford G, Flannick J, Williams AL, Gómez-Vázquez MJ, Fernandez-Lopez JC, Martínez-Hernández A, Jiménez-Morales S, Centeno-Cruz F, Mendoza-Caamal E, Revilla-Monsalve C, Islas-Andrade S, Córdova EJ, Soberón X, González-Villalpando ME, Henderson E, Wilkens LR, Le Marchand L, Arellano-Campos O, Ordóñez-Sánchez ML, Rodríguez-Torres M, Rodríguez-Guillén R, Riba L, Najmi LA, Jacobs SB, Fennell T, Gabriel S, Fontanillas P, Hanis CL, Lehman DM, Jenkinson CP, Abboud HE, Bell GI, Cortes ML, Boehnke M, González-Villalpando C, Orozco L, Haiman CA, Tusié-Luna T, Aguilar-Salinas CA, Altshuler D, Njølstad PR, Florez JC, MacArthur DG. Association of a low-frequency variant in HNF1A with type 2 diabetes in a Latino population. JAMA. 2014 Jun 11;311(22):2305-14. doi: 10.1001/jama.2014.6511. Erratum in: JAMA. 2014 Nov 12:312(18):1932. Jiménez-Morales, Silvia[Added]. PMID: 24915262; PMCID: PMC4425850."	HNF1A	PS3 code text in Cspecs 	Transactivation activity and Electrophoretic Mobility Shift Assay	5	No	supporting	none
ClinGen Monogenic Diabetes Expert Panel	11162430	"Bjørkhaug L, Ye H, Horikawa Y, Søvik O, Molven A, Njølstad PR. MODY associated with two novel hepatocyte nuclear factor-1alpha loss-of-function mutations (P112L and Q466X). Biochem Biophys Res Commun. 2000 Dec 29;279(3):792-8. doi: 10.1006/bbrc.2000.4024. PMID: 11162430."	HNF1A	PS3 code text in CSpecs	Electrophoretic Mobility Shift Assay for DNA binding	2	No	supporting	supporting
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	18634022	"Mitui M, Nahas SA, Du LT, Yang Z, Lai CH, Nakamura K, Arroyo S, Scott S, Purayidom A, Concannon P, Lavin M, Gatti RA. Functional and computational assessment of missense variants in the ataxia-telangiectasia mutated (ATM) gene: mutations with increased cancer risk. Hum Mutat. 2009 Jan;30(1):12-21. doi: 10.1002/humu.20805. PMID: 18634022; PMCID: PMC2776735."	ATM	ATM supplementary Tables 1 and 2	ATM kinase activity assayed by Western Blotting of ATM substrates	12	No	supporting	supporting
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	19431188	"Barone G, Groom A, Reiman A, Srinivasan V, Byrd PJ, Taylor AM. Modeling ATM mutant proteins from missense changes confirms retained kinase activity. Hum Mutat. 2009 Aug;30(8):1222-30. doi: 10.1002/humu.21034. PMID: 19431188."	ATM	ATM supplementary Tables 1 and 2	ATM kinase activity assayed by Western Blotting of ATM substrates	20	No	supporting	supporting
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	11805335	"Scott SP, Bendix R, Chen P, Clark R, Dork T, Lavin MF. Missense mutations but not allelic variants alter the function of ATM by dominant interference in patients with breast cancer. Proc Natl Acad Sci U S A. 2002 Jan 22;99(2):925-30. doi: 10.1073/pnas.012329699. PMID: 11805335; PMCID: PMC117407."	ATM	ATM supplementary Tables 1 and 2	ATM kinase activity assayed by Western Blotting of ATM substrates	10	No	supporting	supporting
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	18634022	"Mitui M, Nahas SA, Du LT, Yang Z, Lai CH, Nakamura K, Arroyo S, Scott S, Purayidom A, Concannon P, Lavin M, Gatti RA. Functional and computational assessment of missense variants in the ataxia-telangiectasia mutated (ATM) gene: mutations with increased cancer risk. Hum Mutat. 2009 Jan;30(1):12-21. doi: 10.1002/humu.20805. PMID: 18634022; PMCID: PMC2776735."	ATM	ATM supplementary Tables 1 and 2	ATM radiosensitivity 	12	No	moderate with conditions	moderate with conditions
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	11805335	"Scott SP, Bendix R, Chen P, Clark R, Dork T, Lavin MF. Missense mutations but not allelic variants alter the function of ATM by dominant interference in patients with breast cancer. Proc Natl Acad Sci U S A. 2002 Jan 22;99(2):925-30. doi: 10.1073/pnas.012329699. PMID: 11805335; PMCID: PMC117407."	ATM	ATM supplementary Tables 1 and 2	Radiosensitivity	10	No	moderate with conditions	moderate with conditions
"ClinGen Hereditary Breast, Ovarian and Pancreatic Cancer Expert Panel"	11805335	"Scott SP, Bendix R, Chen P, Clark R, Dork T, Lavin MF. Missense mutations but not allelic variants alter the function of ATM by dominant interference in patients with breast cancer. Proc Natl Acad Sci U S A. 2002 Jan 22;99(2):925-30. doi: 10.1073/pnas.012329699. PMID: 11805335; PMCID: PMC117407."	ATM	ATM supplementary Tables 1 and 2	Radiosensitivity	10	No	moderate with conditions	moderate with conditions
ClinGen DICER1 and miRNA-Processing Gene Expert Panel	28862265	"Wu MK, Vujanic GM, Fahiminiya S, Watanabe N, Thorner PS, O'Sullivan MJ, Fabian MR, Foulkes WD. Anaplastic sarcomas of the kidney are characterized by DICER1 mutations. Mod Pathol. 2018 Jan;31(1):169-178. doi: 10.1038/modpathol.2017.100. Epub 2017 Sep 1. PMID: 28862265."	DICER1	BS3 code text in CSpecs	Cleavage assay 	9	No	supporting	supporting
ClinGen Cerebral Creatine Deficiency Syndromes Expert Panel	27233232	"DesRoches CL, Bruun T, Wang P, Marshall CR, Mercimek-Mahmutoglu S. Arginine-Glycine Amidinotransferase Deficiency and Functional Characterization of Missense Variants in GATM. Hum Mutat. 2016 Sep;37(9):926-32. doi: 10.1002/humu.23018. Epub 2016 Jun 27. PMID: 27233232."	GATM	PS3/BS3 code text and Appendix 2_ GATM (AGAT) functional studies_SVI_01122021	In vitro expression of cDNA constructs in HeLa cells followed by assay of AGAT activity 	15	No	supporting	supporting
ClinGen Cerebral Creatine Deficiency Syndromes Expert Panel	24415674	"Mercimek-Mahmutoglu S, Ndika J, Kanhai W, de Villemeur TB, Cheillan D, Christensen E, Dorison N, Hannig V, Hendriks Y, Hofstede FC, Lion-Francois L, Lund AM, Mundy H, Pitelet G, Raspall-Chaure M, Scott-Schwoerer JA, Szakszon K, Valayannopoulos V, Williams M, Salomons GS. Thirteen new patients with guanidinoacetate methyltransferase deficiency and functional characterization of nineteen novel missense variants in the GAMT gene. Hum Mutat. 2014 Apr;35(4):462-9. doi: 10.1002/humu.22511. Epub 2014 Mar 6. PMID: 24415674."	GAMT	GAMT functional studies SVI 01122021	GAMT activity and Western blot	19	No	supporting	supporting
